Municipio,Lavoura temporária,Ano,Valor
3547403,Malva (fibra),1995,-
3547403,Malva (fibra),2014,-
3547403,Mamona (baga),1995,1
3547403,Mamona (baga),2014,-
3547403,Mandioca,1995,63
3547403,Mandioca,2014,97
3547403,Melancia,1995,8
3547403,Melancia,2014,-
3547403,Melão,1995,-
3547403,Melão,2014,-
3547403,Milho (em grão),1995,270
3547403,Milho (em grão),2014,142
3547403,Rami (fibra),1995,-
3547403,Rami (fibra),2014,-
3547403,Soja (em grão),1995,-
3547403,Soja (em grão),2014,-
3547403,Sorgo (em grão),1995,-
3547403,Sorgo (em grão),2014,-
3547403,Tomate,1995,-
3547403,Tomate,2014,-
3547403,Trigo (em grão),1995,-
3547403,Trigo (em grão),2014,-
3547403,Triticale (em grão),1995,-
3547403,Triticale (em grão),2014,-
3547502,Abacaxi,1995,-
3547502,Abacaxi,2014,-
3547502,Algodão herbáceo (em caroço),1995,27
3547502,Algodão herbáceo (em caroço),2014,-
3547502,Alho,1995,-
3547502,Alho,2014,-
3547502,Amendoim (em casca),1995,-
3547502,Amendoim (em casca),2014,-
3547502,Arroz (em casca),1995,81
3547502,Arroz (em casca),2014,-
3547502,Aveia (em grão),1995,-
3547502,Aveia (em grão),2014,-
3547502,Batata-doce,1995,-
3547502,Batata-doce,2014,-
3547502,Batata-inglesa,1995,88
3547502,Batata-inglesa,2014,-
3547502,Cana-de-açúcar,1995,6575
3547502,Cana-de-açúcar,2014,68033
3547502,Cebola,1995,-
3547502,Cebola,2014,-
3547502,Centeio (em grão),1995,-
3547502,Centeio (em grão),2014,-
3547502,Cevada (em grão),1995,-
3547502,Cevada (em grão),2014,-
3547502,Ervilha (em grão),1995,-
3547502,Ervilha (em grão),2014,-
3547502,Fava (em grão),1995,-
3547502,Fava (em grão),2014,-
3547502,Feijão (em grão),1995,13
3547502,Feijão (em grão),2014,-
3547502,Fumo (em folha),1995,-
3547502,Fumo (em folha),2014,-
3547502,Girassol (em grão),1995,-
3547502,Girassol (em grão),2014,-
3547502,Juta (fibra),1995,-
3547502,Juta (fibra),2014,-
3547502,Linho (semente),1995,-
3547502,Linho (semente),2014,-
3547502,Malva (fibra),1995,-
3547502,Malva (fibra),2014,-
3547502,Mamona (baga),1995,-
3547502,Mamona (baga),2014,-
3547502,Mandioca,1995,-
3547502,Mandioca,2014,-
3547502,Melancia,1995,-
3547502,Melancia,2014,-
3547502,Melão,1995,-
3547502,Melão,2014,-
3547502,Milho (em grão),1995,360
3547502,Milho (em grão),2014,2415
3547502,Rami (fibra),1995,-
3547502,Rami (fibra),2014,-
3547502,Soja (em grão),1995,-
3547502,Soja (em grão),2014,496
3547502,Sorgo (em grão),1995,-
3547502,Sorgo (em grão),2014,-
3547502,Tomate,1995,-
3547502,Tomate,2014,-
3547502,Trigo (em grão),1995,-
3547502,Trigo (em grão),2014,-
3547502,Triticale (em grão),1995,-
3547502,Triticale (em grão),2014,-
3547601,Abacaxi,1995,-
3547601,Abacaxi,2014,-
3547601,Algodão herbáceo (em caroço),1995,-
3547601,Algodão herbáceo (em caroço),2014,-
3547601,Alho,1995,-
3547601,Alho,2014,-
3547601,Amendoim (em casca),1995,14
3547601,Amendoim (em casca),2014,-
3547601,Arroz (em casca),1995,4
3547601,Arroz (em casca),2014,-
3547601,Aveia (em grão),1995,-
3547601,Aveia (em grão),2014,-
3547601,Batata-doce,1995,-
3547601,Batata-doce,2014,-
3547601,Batata-inglesa,1995,-
3547601,Batata-inglesa,2014,-
3547601,Cana-de-açúcar,1995,4896
3547601,Cana-de-açúcar,2014,46386
3547601,Cebola,1995,-
3547601,Cebola,2014,-
3547601,Centeio (em grão),1995,-
3547601,Centeio (em grão),2014,-
3547601,Cevada (em grão),1995,-
3547601,Cevada (em grão),2014,-
3547601,Ervilha (em grão),1995,-
3547601,Ervilha (em grão),2014,-
3547601,Fava (em grão),1995,-
3547601,Fava (em grão),2014,-
3547601,Feijão (em grão),1995,3
3547601,Feijão (em grão),2014,-
3547601,Fumo (em folha),1995,-
3547601,Fumo (em folha),2014,-
3547601,Girassol (em grão),1995,-
3547601,Girassol (em grão),2014,-
3547601,Juta (fibra),1995,-
3547601,Juta (fibra),2014,-
3547601,Linho (semente),1995,-
3547601,Linho (semente),2014,-
3547601,Malva (fibra),1995,-
3547601,Malva (fibra),2014,-
3547601,Mamona (baga),1995,-
3547601,Mamona (baga),2014,-
3547601,Mandioca,1995,683
3547601,Mandioca,2014,-
3547601,Melancia,1995,-
3547601,Melancia,2014,-
3547601,Melão,1995,-
3547601,Melão,2014,-
3547601,Milho (em grão),1995,32
3547601,Milho (em grão),2014,251
3547601,Rami (fibra),1995,-
3547601,Rami (fibra),2014,-
3547601,Soja (em grão),1995,12
3547601,Soja (em grão),2014,456
3547601,Sorgo (em grão),1995,-
3547601,Sorgo (em grão),2014,-
3547601,Tomate,1995,-
3547601,Tomate,2014,-
3547601,Trigo (em grão),1995,-
3547601,Trigo (em grão),2014,-
3547601,Triticale (em grão),1995,-
3547601,Triticale (em grão),2014,-
3547650,Abacaxi,1995,-
3547650,Abacaxi,2014,-
3547650,Algodão herbáceo (em caroço),1995,-
3547650,Algodão herbáceo (em caroço),2014,-
3547650,Alho,1995,-
3547650,Alho,2014,-
3547650,Amendoim (em casca),1995,-
3547650,Amendoim (em casca),2014,-
3547650,Arroz (em casca),1995,-
3547650,Arroz (em casca),2014,-
3547650,Aveia (em grão),1995,-
3547650,Aveia (em grão),2014,-
3547650,Batata-doce,1995,-
3547650,Batata-doce,2014,-
3547650,Batata-inglesa,1995,-
3547650,Batata-inglesa,2014,-
3547650,Cana-de-açúcar,1995,-
3547650,Cana-de-açúcar,2014,832
3547650,Cebola,1995,-
3547650,Cebola,2014,-
3547650,Centeio (em grão),1995,-
3547650,Centeio (em grão),2014,-
3547650,Cevada (em grão),1995,-
3547650,Cevada (em grão),2014,-
3547650,Ervilha (em grão),1995,-
3547650,Ervilha (em grão),2014,-
3547650,Fava (em grão),1995,-
3547650,Fava (em grão),2014,-
3547650,Feijão (em grão),1995,-
3547650,Feijão (em grão),2014,1
3547650,Fumo (em folha),1995,-
3547650,Fumo (em folha),2014,-
3547650,Girassol (em grão),1995,-
3547650,Girassol (em grão),2014,-
3547650,Juta (fibra),1995,-
3547650,Juta (fibra),2014,-
3547650,Linho (semente),1995,-
3547650,Linho (semente),2014,-
3547650,Malva (fibra),1995,-
3547650,Malva (fibra),2014,-
3547650,Mamona (baga),1995,-
3547650,Mamona (baga),2014,-
3547650,Mandioca,1995,-
3547650,Mandioca,2014,56
3547650,Melancia,1995,-
3547650,Melancia,2014,-
3547650,Melão,1995,-
3547650,Melão,2014,-
3547650,Milho (em grão),1995,-
3547650,Milho (em grão),2014,126
3547650,Rami (fibra),1995,-
3547650,Rami (fibra),2014,-
3547650,Soja (em grão),1995,-
3547650,Soja (em grão),2014,-
3547650,Sorgo (em grão),1995,-
3547650,Sorgo (em grão),2014,-
3547650,Tomate,1995,-
3547650,Tomate,2014,-
3547650,Trigo (em grão),1995,-
3547650,Trigo (em grão),2014,-
3547650,Triticale (em grão),1995,-
3547650,Triticale (em grão),2014,-
3547700,Abacaxi,1995,-
3547700,Abacaxi,2014,-
3547700,Algodão herbáceo (em caroço),1995,989
3547700,Algodão herbáceo (em caroço),2014,-
3547700,Alho,1995,-
3547700,Alho,2014,-
3547700,Amendoim (em casca),1995,31
3547700,Amendoim (em casca),2014,-
3547700,Arroz (em casca),1995,12
3547700,Arroz (em casca),2014,-
3547700,Aveia (em grão),1995,-
3547700,Aveia (em grão),2014,-
3547700,Batata-doce,1995,-
3547700,Batata-doce,2014,-
3547700,Batata-inglesa,1995,-
3547700,Batata-inglesa,2014,-
3547700,Cana-de-açúcar,1995,623
3547700,Cana-de-açúcar,2014,11850
3547700,Cebola,1995,-
3547700,Cebola,2014,-
3547700,Centeio (em grão),1995,-
3547700,Centeio (em grão),2014,-
3547700,Cevada (em grão),1995,-
3547700,Cevada (em grão),2014,-
3547700,Ervilha (em grão),1995,-
3547700,Ervilha (em grão),2014,-
3547700,Fava (em grão),1995,-
3547700,Fava (em grão),2014,-
3547700,Feijão (em grão),1995,512
3547700,Feijão (em grão),2014,1302
3547700,Fumo (em folha),1995,-
3547700,Fumo (em folha),2014,-
3547700,Girassol (em grão),1995,-
3547700,Girassol (em grão),2014,-
3547700,Juta (fibra),1995,-
3547700,Juta (fibra),2014,-
3547700,Linho (semente),1995,-
3547700,Linho (semente),2014,-
3547700,Malva (fibra),1995,-
3547700,Malva (fibra),2014,-
3547700,Mamona (baga),1995,-
3547700,Mamona (baga),2014,-
3547700,Mandioca,1995,105
3547700,Mandioca,2014,704
3547700,Melancia,1995,-
3547700,Melancia,2014,495
3547700,Melão,1995,32
3547700,Melão,2014,-
3547700,Milho (em grão),1995,240
3547700,Milho (em grão),2014,5604
3547700,Rami (fibra),1995,-
3547700,Rami (fibra),2014,-
3547700,Soja (em grão),1995,44
3547700,Soja (em grão),2014,5400
3547700,Sorgo (em grão),1995,-
3547700,Sorgo (em grão),2014,-
3547700,Tomate,1995,-
3547700,Tomate,2014,-
3547700,Trigo (em grão),1995,-
3547700,Trigo (em grão),2014,-
3547700,Triticale (em grão),1995,-
3547700,Triticale (em grão),2014,-
3547908,Abacaxi,1995,-
3547908,Abacaxi,2014,-
3547908,Algodão herbáceo (em caroço),1995,-
3547908,Algodão herbáceo (em caroço),2014,-
3547908,Alho,1995,-
3547908,Alho,2014,-
3547908,Amendoim (em casca),1995,-
3547908,Amendoim (em casca),2014,-
3547908,Arroz (em casca),1995,78
3547908,Arroz (em casca),2014,-
3547908,Aveia (em grão),1995,-
3547908,Aveia (em grão),2014,-
3547908,Batata-doce,1995,-
3547908,Batata-doce,2014,-
3547908,Batata-inglesa,1995,-
3547908,Batata-inglesa,2014,-
3547908,Cana-de-açúcar,1995,80
3547908,Cana-de-açúcar,2014,14118
3547908,Cebola,1995,384
3547908,Cebola,2014,-
3547908,Centeio (em grão),1995,-
3547908,Centeio (em grão),2014,-
3547908,Cevada (em grão),1995,-
3547908,Cevada (em grão),2014,-
3547908,Ervilha (em grão),1995,-
3547908,Ervilha (em grão),2014,-
3547908,Fava (em grão),1995,-
3547908,Fava (em grão),2014,-
3547908,Feijão (em grão),1995,45
3547908,Feijão (em grão),2014,-
3547908,Fumo (em folha),1995,-
3547908,Fumo (em folha),2014,-
3547908,Girassol (em grão),1995,-
3547908,Girassol (em grão),2014,-
3547908,Juta (fibra),1995,-
3547908,Juta (fibra),2014,-
3547908,Linho (semente),1995,-
3547908,Linho (semente),2014,-
3547908,Malva (fibra),1995,-
3547908,Malva (fibra),2014,-
3547908,Mamona (baga),1995,-
3547908,Mamona (baga),2014,-
3547908,Mandioca,1995,-
3547908,Mandioca,2014,-
3547908,Melancia,1995,-
3547908,Melancia,2014,-
3547908,Melão,1995,-
3547908,Melão,2014,-
3547908,Milho (em grão),1995,675
3547908,Milho (em grão),2014,2606
3547908,Rami (fibra),1995,-
3547908,Rami (fibra),2014,-
3547908,Soja (em grão),1995,37
3547908,Soja (em grão),2014,-
3547908,Sorgo (em grão),1995,-
3547908,Sorgo (em grão),2014,-
3547908,Tomate,1995,-
3547908,Tomate,2014,25713
3547908,Trigo (em grão),1995,-
3547908,Trigo (em grão),2014,-
3547908,Triticale (em grão),1995,-
3547908,Triticale (em grão),2014,-
3548005,Abacaxi,1995,-
3548005,Abacaxi,2014,-
3548005,Algodão herbáceo (em caroço),1995,319
3548005,Algodão herbáceo (em caroço),2014,-
3548005,Alho,1995,-
3548005,Alho,2014,-
3548005,Amendoim (em casca),1995,-
3548005,Amendoim (em casca),2014,-
3548005,Arroz (em casca),1995,10
3548005,Arroz (em casca),2014,-
3548005,Aveia (em grão),1995,-
3548005,Aveia (em grão),2014,-
3548005,Batata-doce,1995,-
3548005,Batata-doce,2014,-
3548005,Batata-inglesa,1995,-
3548005,Batata-inglesa,2014,-
3548005,Cana-de-açúcar,1995,2088
3548005,Cana-de-açúcar,2014,12342
3548005,Cebola,1995,-
3548005,Cebola,2014,-
3548005,Centeio (em grão),1995,-
3548005,Centeio (em grão),2014,-
3548005,Cevada (em grão),1995,-
3548005,Cevada (em grão),2014,-
3548005,Ervilha (em grão),1995,-
3548005,Ervilha (em grão),2014,-
3548005,Fava (em grão),1995,-
3548005,Fava (em grão),2014,-
3548005,Feijão (em grão),1995,23
3548005,Feijão (em grão),2014,71
3548005,Fumo (em folha),1995,-
3548005,Fumo (em folha),2014,-
3548005,Girassol (em grão),1995,-
3548005,Girassol (em grão),2014,-
3548005,Juta (fibra),1995,-
3548005,Juta (fibra),2014,-
3548005,Linho (semente),1995,-
3548005,Linho (semente),2014,-
3548005,Malva (fibra),1995,-
3548005,Malva (fibra),2014,-
3548005,Mamona (baga),1995,-
3548005,Mamona (baga),2014,-
3548005,Mandioca,1995,79
3548005,Mandioca,2014,1594
3548005,Melancia,1995,-
3548005,Melancia,2014,-
3548005,Melão,1995,-
3548005,Melão,2014,-
3548005,Milho (em grão),1995,490
3548005,Milho (em grão),2014,1797
3548005,Rami (fibra),1995,-
3548005,Rami (fibra),2014,-
3548005,Soja (em grão),1995,72
3548005,Soja (em grão),2014,-
3548005,Sorgo (em grão),1995,-
3548005,Sorgo (em grão),2014,-
3548005,Tomate,1995,315
3548005,Tomate,2014,-
3548005,Trigo (em grão),1995,87
3548005,Trigo (em grão),2014,-
3548005,Triticale (em grão),1995,-
3548005,Triticale (em grão),2014,-
3548054,Abacaxi,1995,-
3548054,Abacaxi,2014,-
3548054,Algodão herbáceo (em caroço),1995,1477
3548054,Algodão herbáceo (em caroço),2014,-
3548054,Alho,1995,-
3548054,Alho,2014,-
3548054,Amendoim (em casca),1995,-
3548054,Amendoim (em casca),2014,-
3548054,Arroz (em casca),1995,65
3548054,Arroz (em casca),2014,-
3548054,Aveia (em grão),1995,-
3548054,Aveia (em grão),2014,-
3548054,Batata-doce,1995,-
3548054,Batata-doce,2014,-
3548054,Batata-inglesa,1995,-
3548054,Batata-inglesa,2014,-
3548054,Cana-de-açúcar,1995,6700
3548054,Cana-de-açúcar,2014,70233
3548054,Cebola,1995,-
3548054,Cebola,2014,-
3548054,Centeio (em grão),1995,-
3548054,Centeio (em grão),2014,-
3548054,Cevada (em grão),1995,-
3548054,Cevada (em grão),2014,-
3548054,Ervilha (em grão),1995,-
3548054,Ervilha (em grão),2014,-
3548054,Fava (em grão),1995,-
3548054,Fava (em grão),2014,-
3548054,Feijão (em grão),1995,929
3548054,Feijão (em grão),2014,-
3548054,Fumo (em folha),1995,-
3548054,Fumo (em folha),2014,-
3548054,Girassol (em grão),1995,-
3548054,Girassol (em grão),2014,-
3548054,Juta (fibra),1995,-
3548054,Juta (fibra),2014,-
3548054,Linho (semente),1995,-
3548054,Linho (semente),2014,-
3548054,Malva (fibra),1995,-
3548054,Malva (fibra),2014,-
3548054,Mamona (baga),1995,-
3548054,Mamona (baga),2014,-
3548054,Mandioca,1995,-
3548054,Mandioca,2014,-
3548054,Melancia,1995,22
3548054,Melancia,2014,-
3548054,Melão,1995,-
3548054,Melão,2014,-
3548054,Milho (em grão),1995,768
3548054,Milho (em grão),2014,902
3548054,Rami (fibra),1995,-
3548054,Rami (fibra),2014,-
3548054,Soja (em grão),1995,-
3548054,Soja (em grão),2014,846
3548054,Sorgo (em grão),1995,-
3548054,Sorgo (em grão),2014,-
3548054,Tomate,1995,4340
3548054,Tomate,2014,-
3548054,Trigo (em grão),1995,-
3548054,Trigo (em grão),2014,-
3548054,Triticale (em grão),1995,-
3548054,Triticale (em grão),2014,-
3548104,Abacaxi,1995,-
3548104,Abacaxi,2014,-
3548104,Algodão herbáceo (em caroço),1995,-
3548104,Algodão herbáceo (em caroço),2014,-
3548104,Alho,1995,-
3548104,Alho,2014,-
3548104,Amendoim (em casca),1995,-
3548104,Amendoim (em casca),2014,-
3548104,Arroz (em casca),1995,79
3548104,Arroz (em casca),2014,4
3548104,Aveia (em grão),1995,-
3548104,Aveia (em grão),2014,-
3548104,Batata-doce,1995,-
3548104,Batata-doce,2014,-
3548104,Batata-inglesa,1995,248
3548104,Batata-inglesa,2014,-
3548104,Cana-de-açúcar,1995,69
3548104,Cana-de-açúcar,2014,-
3548104,Cebola,1995,-
3548104,Cebola,2014,-
3548104,Centeio (em grão),1995,-
3548104,Centeio (em grão),2014,-
3548104,Cevada (em grão),1995,-
3548104,Cevada (em grão),2014,-
3548104,Ervilha (em grão),1995,-
3548104,Ervilha (em grão),2014,-
3548104,Fava (em grão),1995,-
3548104,Fava (em grão),2014,-
3548104,Feijão (em grão),1995,75
3548104,Feijão (em grão),2014,10
3548104,Fumo (em folha),1995,-
3548104,Fumo (em folha),2014,-
3548104,Girassol (em grão),1995,-
3548104,Girassol (em grão),2014,-
3548104,Juta (fibra),1995,-
3548104,Juta (fibra),2014,-
3548104,Linho (semente),1995,-
3548104,Linho (semente),2014,-
3548104,Malva (fibra),1995,-
3548104,Malva (fibra),2014,-
3548104,Mamona (baga),1995,-
3548104,Mamona (baga),2014,-
3548104,Mandioca,1995,-
3548104,Mandioca,2014,-
3548104,Melancia,1995,-
3548104,Melancia,2014,-
3548104,Melão,1995,-
3548104,Melão,2014,-
3548104,Milho (em grão),1995,107
3548104,Milho (em grão),2014,839
3548104,Rami (fibra),1995,-
3548104,Rami (fibra),2014,-
3548104,Soja (em grão),1995,-
3548104,Soja (em grão),2014,-
3548104,Sorgo (em grão),1995,-
3548104,Sorgo (em grão),2014,-
3548104,Tomate,1995,-
3548104,Tomate,2014,-
3548104,Trigo (em grão),1995,-
3548104,Trigo (em grão),2014,-
3548104,Triticale (em grão),1995,-
3548104,Triticale (em grão),2014,-
3548203,Abacaxi,1995,-
3548203,Abacaxi,2014,-
3548203,Algodão herbáceo (em caroço),1995,-
3548203,Algodão herbáceo (em caroço),2014,-
3548203,Alho,1995,-
3548203,Alho,2014,-
3548203,Amendoim (em casca),1995,-
3548203,Amendoim (em casca),2014,-
3548203,Arroz (em casca),1995,-
3548203,Arroz (em casca),2014,-
3548203,Aveia (em grão),1995,-
3548203,Aveia (em grão),2014,-
3548203,Batata-doce,1995,-
3548203,Batata-doce,2014,-
3548203,Batata-inglesa,1995,13
3548203,Batata-inglesa,2014,-
3548203,Cana-de-açúcar,1995,-
3548203,Cana-de-açúcar,2014,-
3548203,Cebola,1995,-
3548203,Cebola,2014,-
3548203,Centeio (em grão),1995,-
3548203,Centeio (em grão),2014,-
3548203,Cevada (em grão),1995,-
3548203,Cevada (em grão),2014,-
3548203,Ervilha (em grão),1995,-
3548203,Ervilha (em grão),2014,-
3548203,Fava (em grão),1995,-
3548203,Fava (em grão),2014,-
3548203,Feijão (em grão),1995,14
3548203,Feijão (em grão),2014,8
3548203,Fumo (em folha),1995,-
3548203,Fumo (em folha),2014,-
3548203,Girassol (em grão),1995,-
3548203,Girassol (em grão),2014,-
3548203,Juta (fibra),1995,-
3548203,Juta (fibra),2014,-
3548203,Linho (semente),1995,-
3548203,Linho (semente),2014,-
3548203,Malva (fibra),1995,-
3548203,Malva (fibra),2014,-
3548203,Mamona (baga),1995,-
3548203,Mamona (baga),2014,-
3548203,Mandioca,1995,32
3548203,Mandioca,2014,34
3548203,Melancia,1995,-
3548203,Melancia,2014,-
3548203,Melão,1995,-
3548203,Melão,2014,-
3548203,Milho (em grão),1995,61
3548203,Milho (em grão),2014,41
3548203,Rami (fibra),1995,-
3548203,Rami (fibra),2014,-
3548203,Soja (em grão),1995,-
3548203,Soja (em grão),2014,-
3548203,Sorgo (em grão),1995,-
3548203,Sorgo (em grão),2014,-
3548203,Tomate,1995,272
3548203,Tomate,2014,562
3548203,Trigo (em grão),1995,-
3548203,Trigo (em grão),2014,-
3548203,Triticale (em grão),1995,-
3548203,Triticale (em grão),2014,-
3548302,Abacaxi,1995,-
3548302,Abacaxi,2014,-
3548302,Algodão herbáceo (em caroço),1995,77
3548302,Algodão herbáceo (em caroço),2014,-
3548302,Alho,1995,-
3548302,Alho,2014,-
3548302,Amendoim (em casca),1995,12
3548302,Amendoim (em casca),2014,838
3548302,Arroz (em casca),1995,270
3548302,Arroz (em casca),2014,-
3548302,Aveia (em grão),1995,-
3548302,Aveia (em grão),2014,-
3548302,Batata-doce,1995,-
3548302,Batata-doce,2014,999
3548302,Batata-inglesa,1995,-
3548302,Batata-inglesa,2014,-
3548302,Cana-de-açúcar,1995,-
3548302,Cana-de-açúcar,2014,4456
3548302,Cebola,1995,-
3548302,Cebola,2014,-
3548302,Centeio (em grão),1995,-
3548302,Centeio (em grão),2014,-
3548302,Cevada (em grão),1995,-
3548302,Cevada (em grão),2014,-
3548302,Ervilha (em grão),1995,-
3548302,Ervilha (em grão),2014,-
3548302,Fava (em grão),1995,-
3548302,Fava (em grão),2014,-
3548302,Feijão (em grão),1995,24
3548302,Feijão (em grão),2014,-
3548302,Fumo (em folha),1995,-
3548302,Fumo (em folha),2014,-
3548302,Girassol (em grão),1995,-
3548302,Girassol (em grão),2014,-
3548302,Juta (fibra),1995,-
3548302,Juta (fibra),2014,-
3548302,Linho (semente),1995,-
3548302,Linho (semente),2014,-
3548302,Malva (fibra),1995,-
3548302,Malva (fibra),2014,-
3548302,Mamona (baga),1995,-
3548302,Mamona (baga),2014,-
3548302,Mandioca,1995,-
3548302,Mandioca,2014,-
3548302,Melancia,1995,-
3548302,Melancia,2014,-
3548302,Melão,1995,-
3548302,Melão,2014,-
3548302,Milho (em grão),1995,54
3548302,Milho (em grão),2014,287
3548302,Rami (fibra),1995,-
3548302,Rami (fibra),2014,-
3548302,Soja (em grão),1995,-
3548302,Soja (em grão),2014,142
3548302,Sorgo (em grão),1995,-
3548302,Sorgo (em grão),2014,-
3548302,Tomate,1995,-
3548302,Tomate,2014,-
3548302,Trigo (em grão),1995,-
3548302,Trigo (em grão),2014,-
3548302,Triticale (em grão),1995,-
3548302,Triticale (em grão),2014,-
3548401,Abacaxi,1995,-
3548401,Abacaxi,2014,-
3548401,Algodão herbáceo (em caroço),1995,84
3548401,Algodão herbáceo (em caroço),2014,-
3548401,Alho,1995,-
3548401,Alho,2014,-
3548401,Amendoim (em casca),1995,5
3548401,Amendoim (em casca),2014,86
3548401,Arroz (em casca),1995,7
3548401,Arroz (em casca),2014,-
3548401,Aveia (em grão),1995,-
3548401,Aveia (em grão),2014,-
3548401,Batata-doce,1995,19
3548401,Batata-doce,2014,1019
3548401,Batata-inglesa,1995,-
3548401,Batata-inglesa,2014,-
3548401,Cana-de-açúcar,1995,1734
3548401,Cana-de-açúcar,2014,11929
3548401,Cebola,1995,-
3548401,Cebola,2014,-
3548401,Centeio (em grão),1995,-
3548401,Centeio (em grão),2014,-
3548401,Cevada (em grão),1995,-
3548401,Cevada (em grão),2014,-
3548401,Ervilha (em grão),1995,-
3548401,Ervilha (em grão),2014,-
3548401,Fava (em grão),1995,-
3548401,Fava (em grão),2014,-
3548401,Feijão (em grão),1995,6
3548401,Feijão (em grão),2014,-
3548401,Fumo (em folha),1995,-
3548401,Fumo (em folha),2014,-
3548401,Girassol (em grão),1995,-
3548401,Girassol (em grão),2014,-
3548401,Juta (fibra),1995,-
3548401,Juta (fibra),2014,-
3548401,Linho (semente),1995,-
3548401,Linho (semente),2014,-
3548401,Malva (fibra),1995,-
3548401,Malva (fibra),2014,-
3548401,Mamona (baga),1995,-
3548401,Mamona (baga),2014,-
3548401,Mandioca,1995,-
3548401,Mandioca,2014,-
3548401,Melancia,1995,-
3548401,Melancia,2014,-
3548401,Melão,1995,18
3548401,Melão,2014,-
3548401,Milho (em grão),1995,28
3548401,Milho (em grão),2014,95
3548401,Rami (fibra),1995,-
3548401,Rami (fibra),2014,-
3548401,Soja (em grão),1995,11
3548401,Soja (em grão),2014,161
3548401,Sorgo (em grão),1995,-
3548401,Sorgo (em grão),2014,31
3548401,Tomate,1995,447
3548401,Tomate,2014,336
3548401,Trigo (em grão),1995,-
3548401,Trigo (em grão),2014,-
3548401,Triticale (em grão),1995,-
3548401,Triticale (em grão),2014,-
3548500,Abacaxi,1995,-
3548500,Abacaxi,2014,-
3548500,Algodão herbáceo (em caroço),1995,-
3548500,Algodão herbáceo (em caroço),2014,-
3548500,Alho,1995,-
3548500,Alho,2014,-
3548500,Amendoim (em casca),1995,-
3548500,Amendoim (em casca),2014,-
3548500,Arroz (em casca),1995,-
3548500,Arroz (em casca),2014,-
3548500,Aveia (em grão),1995,-
3548500,Aveia (em grão),2014,-
3548500,Batata-doce,1995,-
3548500,Batata-doce,2014,-
3548500,Batata-inglesa,1995,-
3548500,Batata-inglesa,2014,-
3548500,Cana-de-açúcar,1995,-
3548500,Cana-de-açúcar,2014,-
3548500,Cebola,1995,-
3548500,Cebola,2014,-
3548500,Centeio (em grão),1995,-
3548500,Centeio (em grão),2014,-
3548500,Cevada (em grão),1995,-
3548500,Cevada (em grão),2014,-
3548500,Ervilha (em grão),1995,-
3548500,Ervilha (em grão),2014,-
3548500,Fava (em grão),1995,-
3548500,Fava (em grão),2014,-
3548500,Feijão (em grão),1995,-
3548500,Feijão (em grão),2014,-
3548500,Fumo (em folha),1995,-
3548500,Fumo (em folha),2014,-
3548500,Girassol (em grão),1995,-
3548500,Girassol (em grão),2014,-
3548500,Juta (fibra),1995,-
3548500,Juta (fibra),2014,-
3548500,Linho (semente),1995,-
3548500,Linho (semente),2014,-
3548500,Malva (fibra),1995,-
3548500,Malva (fibra),2014,-
3548500,Mamona (baga),1995,-
3548500,Mamona (baga),2014,-
3548500,Mandioca,1995,-
3548500,Mandioca,2014,-
3548500,Melancia,1995,-
3548500,Melancia,2014,-
3548500,Melão,1995,-
3548500,Melão,2014,-
3548500,Milho (em grão),1995,-
3548500,Milho (em grão),2014,-
3548500,Rami (fibra),1995,-
3548500,Rami (fibra),2014,-
3548500,Soja (em grão),1995,-
3548500,Soja (em grão),2014,-
3548500,Sorgo (em grão),1995,-
3548500,Sorgo (em grão),2014,-
3548500,Tomate,1995,-
3548500,Tomate,2014,-
3548500,Trigo (em grão),1995,-
3548500,Trigo (em grão),2014,-
3548500,Triticale (em grão),1995,-
3548500,Triticale (em grão),2014,-
3548609,Abacaxi,1995,-
3548609,Abacaxi,2014,-
3548609,Algodão herbáceo (em caroço),1995,-
3548609,Algodão herbáceo (em caroço),2014,-
3548609,Alho,1995,-
3548609,Alho,2014,-
3548609,Amendoim (em casca),1995,-
3548609,Amendoim (em casca),2014,-
3548609,Arroz (em casca),1995,7
3548609,Arroz (em casca),2014,-
3548609,Aveia (em grão),1995,-
3548609,Aveia (em grão),2014,-
3548609,Batata-doce,1995,43
3548609,Batata-doce,2014,905
3548609,Batata-inglesa,1995,199
3548609,Batata-inglesa,2014,89
3548609,Cana-de-açúcar,1995,-
3548609,Cana-de-açúcar,2014,-
3548609,Cebola,1995,-
3548609,Cebola,2014,-
3548609,Centeio (em grão),1995,-
3548609,Centeio (em grão),2014,-
3548609,Cevada (em grão),1995,-
3548609,Cevada (em grão),2014,-
3548609,Ervilha (em grão),1995,-
3548609,Ervilha (em grão),2014,-
3548609,Fava (em grão),1995,-
3548609,Fava (em grão),2014,-
3548609,Feijão (em grão),1995,38
3548609,Feijão (em grão),2014,24
3548609,Fumo (em folha),1995,-
3548609,Fumo (em folha),2014,-
3548609,Girassol (em grão),1995,-
3548609,Girassol (em grão),2014,-
3548609,Juta (fibra),1995,-
3548609,Juta (fibra),2014,-
3548609,Linho (semente),1995,-
3548609,Linho (semente),2014,-
3548609,Malva (fibra),1995,-
3548609,Malva (fibra),2014,-
3548609,Mamona (baga),1995,-
3548609,Mamona (baga),2014,-
3548609,Mandioca,1995,-
3548609,Mandioca,2014,-
3548609,Melancia,1995,-
3548609,Melancia,2014,-
3548609,Melão,1995,-
